day,jhno,type,title,description,areas,url,image
2019-03-06,65,イベント,ＭＯ鞆-もっとも-公開講座「港湾施設跡（東雁木）発掘調査報告会」に参加しませんか？,日本遺産「鞆の浦」をもっと知る文化財講座の開催,広島県,https://japan-heritage.bunka.go.jp/ja/news/716/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_16de3e57916e8d1a31a2e98b8c8a6d418652cc1e.jpeg
2019-03-07,24,イベント,伊勢原うまいものお披露目会を開催します,新開発商品の発表・試食会、認定品の販売あり！,神奈川県,https://japan-heritage.bunka.go.jp/ja/news/728/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_15c2225cdd362a16bdb3b0dc285be6a7e4b5895a.jpeg
2019-03-08,58,イベント,【開催】矢板武記念館のシダレザクラライトアップ,矢板武記念館（矢板武旧宅）にてシダレザクラライトアップを実施します。,栃木県,https://japan-heritage.bunka.go.jp/ja/news/731/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_3be3b149f9b1662ae6cc502db123e529576f5c8a.jpeg
2019-03-08,5,イベント,新緑の鯖街道を京都へ！鯖街道体験ウォーキング,小浜から京都へ！鯖街道の自然と文化を満喫しませんか？　　福井県小浜市,福井県,https://japan-heritage.bunka.go.jp/ja/news/732/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_4e8f43360ed4ad3b7907288a9115cee58cebfcfb.jpeg
2019-03-11,66,その他,VR無明橋&実物大レプリカの公開がはじまりました！,行きたいけど行けない無明橋。グッと近づく無明橋との距離。,大分県,https://japan-heritage.bunka.go.jp/ja/news/735/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d17f7ff629aff2b6d4323d2e0b9a223edef1d4ad.jpeg
2019-03-13,1,イベント,「咸宜園の日」のご報告,〈日田市〉平成3０年度「咸宜園の日」のご報告,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/737/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_75ee22719b1086fb8ca61c079f3e193c3fd0869f.jpeg
2019-03-13,58,イベント,【☆日本遺産☆】明治貴族が描いた未来～那須野が原開拓浪漫譚～についての番組が放送されます！,テレビ放送のお知らせです！,栃木県,https://japan-heritage.bunka.go.jp/ja/news/738/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_287f24b83c55b6d868e07b111c48f9e7c1dbd7f2.jpeg
2019-03-13,49,イベント,日本遺産 い草ＰＲイベント「い草のまち・くらしき」,懐かしい香りと手触り。い草に触れる、い草と遊ぶ２日間,岡山県,https://japan-heritage.bunka.go.jp/ja/news/743/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_ccdd8528bf09ae0ffa8b4bcb3ed1df6588d3ca35.jpeg
2019-03-13,66,イベント,鬼城の霊窟と500本の桜が彩る「こっとん村さくら祭り」,「くにさき」有数の花見スポットで感じる”鬼が仏になった里”の春,大分県,https://japan-heritage.bunka.go.jp/ja/news/742/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_8a38192f3b1f0de16569cafe200799a7c85973a0.jpeg
2019-03-16,38,その他,地域住民向け「日本遺産ミニブック」完成！,北海道江差町（えさしちょう）では、住民向けの日本遺産に関するミニブックを制作しました。付録のステッカーも付いています。,北海道,https://japan-heritage.bunka.go.jp/ja/news/745/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b91d8105c95eefd0fe6967ca880853547f3cde75.jpeg
2019-03-21,54,その他,日本遺産やばけい遊覧公式サイトを開設しました,゛耶馬渓Spirits”を感じてください！,大分県,https://japan-heritage.bunka.go.jp/ja/news/752/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_0127a10722b9cc1c39c6d1f9b185be4e85aa569a.jpeg
2019-03-22,1,イベント,日本遺産子どもガイドのご報告,〈日田市〉日本遺産子どもガイドのご報告,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/755/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_7a3bded287ee6cd0fdf3633ce7b17b5709b005c6.jpeg
2019-03-22,54,その他,やばけい遊覧のロゴができました,岩山と曲線でやばけい遊覧を表現,大分県,https://japan-heritage.bunka.go.jp/ja/news/756/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_7fb0c95c03ed71b4f4795c44923a08ce7f68c06f.jpeg
2019-03-22,66,その他,子ども版日本遺産ストーリーブックの図鑑部分が完成しました！,鬼をOniと訳した世界で最初の図鑑。地元の子どもはもちろん、世界中の人に、「くにさき」や日本の鬼文化を伝えます！,大分県,https://japan-heritage.bunka.go.jp/ja/news/753/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_85cbfe3591dc6a69ec7787323653e8fb2789c14f.jpeg
2019-03-25,65,メディア,日本遺産鞆の浦のPR動画が完成！,江戸時代から残る港湾施設や町並みの中に，人々の暮らしが息づいている情景を，ゆったりとしたテンポで切り取っています。,広島県,https://japan-heritage.bunka.go.jp/ja/news/757/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_f4038162e4d2ff28211c47b73b11730b9a419226.jpeg
2019-03-25,54,メディア,ランドネ×耶馬渓,雑誌「ランドネ」の耶馬渓がめちゃキュート★,大分県,https://japan-heritage.bunka.go.jp/ja/news/759/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_aa85c16b1796a0144fcdc81a075875404b26fab6.jpeg
2019-03-26,66,メディア,今週の「彩～日本遺産～」は「くにさき」が舞台！,3/27(水)よる9：54～　４Kの映像で「くにさき」のやまといろ探し,大分県,https://japan-heritage.bunka.go.jp/ja/news/762/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_cf57dfc1c5adc1ffc7809522234fb343ada7f628.jpeg
2019-03-27,65,イベント,食のイベント「鞆の食卓」を開催しました！,食の魅力発信事業の開催報告,広島県,https://japan-heritage.bunka.go.jp/ja/news/761/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_7e174ea3f63c7fc0be9f28aca0e89b02c4f372cb.jpeg
2019-03-28,1,イベント,日本遺産活用アイディア実現事業「咸宜園入門体験」のご報告,〈日田市〉日本遺産活用アイディア実現事業「咸宜園入門体験～入門簿を書いて、門下生になろう～」を実施しました！,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/763/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_1a3ebf0734310c8be7c4024658ab1c1899871d5f.jpeg
2019-03-28,55,その他,日本遺産「カムイと共に生きる上川アイヌ」Ｗｅｂサイトオープン！！,日本遺産「カムイと共に生きる上川アイヌ」Ｗｅｂサイトオープンしました。,北海道,https://japan-heritage.bunka.go.jp/ja/news/844/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_44d15ca863566ce0e090dec1229de7bffc1a8e58.jpeg
2019-03-29,19,その他,「思わずハッとさせられる！」“伊達”な文化の街歩き！,“伊達”な文化のストーリー紹介ガイドオススメのコース紹介,宮城県,https://japan-heritage.bunka.go.jp/ja/news/765/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_965d5a579871d316bc74b1eb9200f620a32b7c06.jpeg
2019-03-29,60,メディア,日本遺産「葡萄畑が織りなす風景」公式サイトができました,平成30年5月に日本遺産として認定された「葡萄畑が織りなす風景」の魅力を発信するための公式サイトです。,山梨県,https://japan-heritage.bunka.go.jp/ja/news/862/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2019-03-31,66,イベント,鬼朱印・不動朱印に使用する日本遺産の印が完成しました！,鬼朱印×日本遺産　「くにさき」の鬼と縁を結ぶ特別な御朱印です。,大分県,https://japan-heritage.bunka.go.jp/ja/news/766/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_e672e9ba823cc2a43fb434e36c55d99da9c15558.jpeg
2019-04-02,54,メディア,ランドネのインスタでポップな耶馬渓動画配信中！,耶馬渓、みてみて,大分県,https://japan-heritage.bunka.go.jp/ja/news/769/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d4a7ba5b87ae10d2a37de5bebeb9e8693e5e955b.jpeg
2019-04-04,1,イベント,日本遺産を知ろう！～弘道館と水戸彰考館～,日本遺産の構成文化財である旧水戸彰考館跡（二の丸展示館）や現在建設中の水戸城大手門などを見学し、その魅力を知ってもらう。,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/774/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_5b1df17b9570e9586f0cb8703797d0764da757db.jpeg
2019-04-04,54,イベント,大正レトロ「旧平田郵便局」の扉が開きました,かわいい郵便局にいらっしゃいませんか？,大分県,https://japan-heritage.bunka.go.jp/ja/news/775/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_1632b4c4934aa797a6bb584cf9e5a02028a3e179.jpeg
2019-04-08,54,その他,耶馬渓の66景、完全制覇！？,名勝耶馬渓66景詳細ガイドブックでました,大分県,https://japan-heritage.bunka.go.jp/ja/news/777/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_e7512eecfa20c157b73b2db3e1867ce31434ca68.jpeg
2019-04-18,64,その他,日本遺産「桃太郎伝説の生まれたまち　おかやま」公式Webサイトオープン！！,日本遺産「桃太郎伝説の生まれたまち　おかやま」公式Webサイトがオープンしました。,岡山県,https://japan-heritage.bunka.go.jp/ja/news/785/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_30cbad1af5ac04ec09c80a5f296c69bd9bb54c71.jpeg
2019-04-18,64,その他,「桃太郎伝説の生まれたまち　おかやまのひみつ」学習まんが完成！,「桃太郎伝説の生まれたまち　おかやまのひみつ」学習まんがが完成しました,岡山県,https://japan-heritage.bunka.go.jp/ja/news/786/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d6d778b0dfca1a08fd7559fbd27ca2b177b935a7.jpeg
2019-04-18,38,イベント,日本一小さい「道の駅江差（えさし）」リニューアルオープン,北海道にある日本一小さい「道の駅江差（えさし）」がクラウドファンディングの寄附を活用してリニューアルオープンします。,北海道,https://japan-heritage.bunka.go.jp/ja/news/783/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_8b9aeb6bf44cf770ebb4551df16a9ba706a586d1.jpeg
2019-04-18,66,イベント,食育の日に「おに」ぎりを作る授業をします！,キュートな日本遺産verの海苔パッケージも配布します。,大分県,https://japan-heritage.bunka.go.jp/ja/news/784/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b8ae9c6eb9b8079e19662a5b065f3b08ca23f38e.jpeg
2019-04-19,54,その他,映画のワンシーンのような木造校舎へようこそ,耶馬溪町の永岩小学校にいらっしゃいませんか？,大分県,https://japan-heritage.bunka.go.jp/ja/news/787/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_a1c839cf395b77221ad3beefa7657c2ffe62bcf5.jpeg
2019-04-23,57,メディア,TBSテレビ「じょんのび日本遺産」で「大谷石文化」が放送されます♪,４月２８日の放送です！,栃木県,https://japan-heritage.bunka.go.jp/ja/news/789/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_16305362f9ead485596e75bd3ecc37530677a99c.jpeg
2019-04-23,57,その他,日本遺産「大谷石文化」ホームページを開設しました♪,instagram、twitterでも情報発信しています！,栃木県,https://japan-heritage.bunka.go.jp/ja/news/791/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_3f1b71f4586f67fc5510c89032117bef9506b071.jpeg
2019-04-23,66,イベント,春の限定　日本遺産認定記念ご朱印のお知らせ,新緑の季節。日本遺産の特別な御朱印巡りにお出かけください。,大分県,https://japan-heritage.bunka.go.jp/ja/news/792/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_787f4d2f789e76829be2c5ee34b65c1e7cc4c606.jpeg
2019-04-24,54,その他,石塁つらなる“長岩城址”の空撮PV公開！！,「天空の要塞」の凄みをどうぞ,大分県,https://japan-heritage.bunka.go.jp/ja/news/793/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_4f622057b16b6cf9e0ca4c3c9ab9de0cc8387f94.jpeg
2019-04-26,54,イベント,日本童話祭×日本遺産やばけい遊覧,コラボイベント開催しますよー,大分県,https://japan-heritage.bunka.go.jp/ja/news/803/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_39700bd0c913991941ae9bbbf2c8ec38d7c33e61.jpeg
2019-04-26,67,イベント,古墳シンガー「まりこふん」のライブもあるよ。５月１８日（土）、第３回みやざき生目古墳まつり開催。,第３回みやざき生目古墳まつりが５月１８日（土）開催されます。ぜひご来場ください。,宮崎県,https://japan-heritage.bunka.go.jp/ja/news/807/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_05a8edd00a9ce73bbbc7f2e8dfea4a7c8a3511ca.jpeg
2019-04-26,49,イベント,旧野﨑家住宅 野﨑家の漆器展「華麗なる漆と蒔絵の彩り」,野﨑家に集まった漆器の美をご覧ください,岡山県,https://japan-heritage.bunka.go.jp/ja/news/805/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_52a0485b9aa354576304f9eb102ef9066b49408e.jpeg
2019-04-26,49,イベント,第8回せんいのまち 児島フェスティバル,「メイドイン児島」の繊維製品をお得に買って、ご当地グルメも堪能してくださいね！,岡山県,https://japan-heritage.bunka.go.jp/ja/news/800/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b4398be89804b58c763ff766cfe754703b2031b1.jpeg
2019-04-26,49,イベント,北前船寄港地 下津井湊「魚島フェスティバル in 回船問屋」,日本遺産構成文化財「むかし下津井回船問屋」で開催！,岡山県,https://japan-heritage.bunka.go.jp/ja/news/801/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d4a7271b58244a150c09bbff076bc13d5f3652a8.jpeg
2019-04-26,49,イベント,倉敷美観地区には便利な無料シャトルバスで！,倉敷市役所～倉敷美観地区を20～30分間隔で運行しています。,岡山県,https://japan-heritage.bunka.go.jp/ja/news/802/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_2e0b844ed9e3b420139f61b89aecf70602cc7177.jpeg
2019-04-26,49,イベント,くらしき藤物語〜第39回 ハートランド倉敷〜,倉敷を代表するイベントの一つ「ハートランド倉敷」の開幕です！,岡山県,https://japan-heritage.bunka.go.jp/ja/news/804/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_25b845225deab054c3df121450573197202b3ae8.jpeg
2019-04-26,49,イベント,倉敷から、繊維の未来を考える「倉敷繊維工房」,伝統と革新を発信し続けるメーカーとその卓越した製品を紹介,岡山県,https://japan-heritage.bunka.go.jp/ja/news/806/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_0ba01c928b10f06ea93e53e032fbd2e3d4562985.jpeg
2019-05-09,66,メディア,『見仏記　道草編』で国東半島の仏様が紹介されています！,見仏記の最新刊には「くにさきワールド」全開の内容が掲載されています。,大分県,https://japan-heritage.bunka.go.jp/ja/news/813/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_ff298a47d69df58354cc15643975aece58763a3a.jpeg
2019-05-09,49,その他,倉敷観光総合パンフレットを無料でお送りしています,倉敷市の３つの日本遺産の情報も掲載しています,岡山県,https://japan-heritage.bunka.go.jp/ja/news/815/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_f4010ecb2e577e7bdbe083061160c9d7ebc8fd4d.jpeg
2019-05-10,66,その他,【くにさき】城跡をめぐるパンフレットが完成しました！,お寺めぐりで、ちょっと寄り道。お寺の裏山がお城だったりするのです。,大分県,https://japan-heritage.bunka.go.jp/ja/news/816/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_c73261df53c232cfa97661d11038db0021bb817d.jpeg
2019-05-14,5,イベント,若狭・三方五湖ツーデーマーチ,新緑の日本遺産「鯖街道」を歩く,福井県,https://japan-heritage.bunka.go.jp/ja/news/817/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b02de212a7f5c3786bf7a39ea08a883d8f180b42.jpeg
2019-05-14,5,イベント,鯖フェス2019（鯖街道ウルトラマラソン前夜祭）,鯖街道77ｋｍを走破する鉄人ランナーと楽しむひととき,福井県,https://japan-heritage.bunka.go.jp/ja/news/818/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_45f691b5a4449aede9651a4d661e28ce6bc4aac7.jpeg
2019-05-15,66,イベント,田染荘・御田植祭のおしらせ（６／９）,今年は２０回目の節目の年。今年も中世の景観の中で田植え交流会を行います。,大分県,https://japan-heritage.bunka.go.jp/ja/news/824/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_c1cfd865293e141d0fcb3809f9d9e011c92d4765.jpeg
2019-05-15,49,メディア,秘密のケンミンSHOWに、瀬戸内海の魚介たっぷり「岡山のばら寿司」が登場！,「ばら寿司」は、日本遺産「一輪の綿花から始まる倉敷物語～和と洋が織りなす繊維のまち～」の構成文化財です,岡山県,https://japan-heritage.bunka.go.jp/ja/news/823/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_3ce2091c4e956070f0bf9dcf1af9a8773501a0cb.jpeg
2019-05-15,49,イベント,阿智神社春季例大祭に合わせて倉敷美観地区周辺に「素隠居（すいんきょ）」が出現！！,渋うちわで頭を叩かれると、賢く健康に育つといわれています,岡山県,https://japan-heritage.bunka.go.jp/ja/news/822/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d1330cbc05adb642e177ad89b2862daca67d0b02.jpeg
2019-05-16,5,その他,鯖街道起点の若狭小浜のまち歩き,スマホ片手に鯖街道起点の歴史に触れる！古写真と比較できる楽しいまち歩きアプリ,福井県,https://japan-heritage.bunka.go.jp/ja/news/830/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_8c40e6bf6b002a6d5da1f8a80c3a4fc30b5dac8d.jpeg
2019-05-17,1,その他,令和元年度　日本遺産「中学生英語ガイド」のお知らせ,〈日田市〉日本遺産「中学生英語ガイド」について,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/832/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2019-05-17,49,その他,児島の学生服縫製開始100周年記念「学生服トイレ」刷新！,日本一の繊維のまち、倉敷市児島にお越しの際は利用してくださいね,岡山県,https://japan-heritage.bunka.go.jp/ja/news/696/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_7ea59bda99d8b00c943d29d9af4aea7f595986aa.jpeg
2019-05-20,38,イベント,いよいよ次回が最終「巨大ニシンのぼり遊泳」（北海道江差町（えさしちょう））,北海道江差町（えさしちょう）の「巨大ニシンのぼり」は今年４回の遊泳を終え、次回が最終です。,北海道,https://japan-heritage.bunka.go.jp/ja/news/812/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_e7de59add9de38ee53d6d9239e7ccf49ed182799.jpeg
2019-05-20,54,その他,耶馬渓「八面山」お堂修復プロジェクト、着々と進んでいます！,耶馬渓の八面山ではクラウドファンディングでお堂を再建しています,大分県,https://japan-heritage.bunka.go.jp/ja/news/833/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_f669466055706b3d55a1493971db409659971756.jpeg
2019-05-21,54,その他,耶馬渓の鉄道車両コレクションを楽しむ,配線鉄道の車両の中でお食事を,大分県,https://japan-heritage.bunka.go.jp/ja/news/838/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b8744f2ccc6b274065e309a2e5ea309f336f01d4.jpeg
2019-05-24,19,イベント,政宗が育んだ”伊達“な文化『おくの細道』松島　芭蕉の道を歩く,6月23日（日）に宮城県松島町にてガイドツアーを開催します。,宮城県,https://japan-heritage.bunka.go.jp/ja/news/839/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_c31aadf10e6797a6df73110bbaafb0fa81c36000.jpeg
2019-05-25,38,その他,北海道江差町（えさしちょう）の日本遺産 ”にしん” のカレー提供開始！,北海道江差町の日本遺産ストーリーテーマ 「にしん」にちなんだ ”にしんカレー”の提供を始めました。,北海道,https://japan-heritage.bunka.go.jp/ja/news/840/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_f6df6e725314fe17d35549ff1cf8fdc357b95861.jpeg
2019-05-28,1,その他,日本遺産「中学生英語ガイド」第1回のご報告,〈日田市〉「中学生英語ガイド」第1回研修会・オリエンテーションの様子,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/843/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_ed74e25972ce5899b6585162985e8e67f01f043d.jpeg
2019-05-28,1,イベント,「日本遺産を知ろう！〜弘道館と水戸彰考館〜」を開催しました。,日本遺産の構成文化財である旧水戸彰考館跡（二の丸展示館）や現在建設中の水戸城大手門などを見学し、その魅力を知ってもらう。,"茨城県,栃木県,岡山県,大分県",https://japan-heritage.bunka.go.jp/ja/news/845/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_6926763fe672485fe14837a4af6a512d48360bc6.jpeg
2019-05-28,42,その他,【甲賀市】構成文化財・新宮神社表門の保存修理事業完了について,構成文化財・新宮神社表門の保存修理が完了しました。,"三重県,滋賀県",https://japan-heritage.bunka.go.jp/ja/news/848/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_4c92200fcece714f99b8e22ce3d5406e5bb5b678.jpeg
2019-05-29,49,イベント,倉敷×塩竈×松島 観光・特産品交流フェアin仙台駅,オープニングセレモニーでは、倉敷市・塩竈市・松島町の自慢の特産品を先着150名様にプレゼント!,岡山県,https://japan-heritage.bunka.go.jp/ja/news/850/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_9b2aa212de41b934356c6a4c70b0271719714ae7.jpeg
2019-05-31,54,メディア,「彩～日本遺産～」で紹介される「やばけい」の色は？,6月5日放送です,大分県,https://japan-heritage.bunka.go.jp/ja/news/853/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_5ba6445bca3f5f29bf6ad2ee22bcfe9d31ded0c6.jpeg
2019-06-03,19,イベント,政宗が育んだ”伊達“な文化　第３１回多賀城跡あやめまつりが開催されます,800種300万本のアヤメ、ハナショウブ、カキツバタが咲き乱れ、その品種数は東北随一,宮城県,https://japan-heritage.bunka.go.jp/ja/news/854/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_d78dab28d39a931fb15e040d65b5318b0d661fbc.jpeg
2019-06-03,64,その他,「日本遺産おもてなしプログラム実践ワークショップ」を開催します。,「日本遺産おもてなしプログラム実践ワークショップ」を開催します。,岡山県,https://japan-heritage.bunka.go.jp/ja/news/855/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_b4b7245abe6523f80cdf242a983b4797669ccead.jpeg
2019-06-11,66,その他,夏にさわやか！豊後高田「春そば」 今年もまもなく解禁,鬼の里・豊後高田の名物「春そば」が解禁です！素材を活かした製法による香り豊かな味わいが特徴です！,大分県,https://japan-heritage.bunka.go.jp/ja/news/866/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_4322dcb4d722eaacbd3978a11532614b68d033ff.jpeg
2019-06-11,54,その他,耶馬渓の迎賓館「平田邸」を未来へ伝えるために,「平田邸活用推進協議会」発足しました！,大分県,https://japan-heritage.bunka.go.jp/ja/news/867/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_35b31cfe54a3db000653fb31f914ae879d1277d0.jpeg
2019-06-17,54,イベント,耶馬渓の平田邸～特別公開「歴史と庭園と書～近代文化人たちの風雅な世界～」,通常非公開の邸宅と庭園を特別公開,大分県,https://japan-heritage.bunka.go.jp/ja/news/875/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2022/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_a6871a9fef6d1bc31461ec12ff801479013057b9.jpeg
